mood,n1,d1,n2,d2,n3,d3,n4,d4,n5,d5,n6,d6,n7,d7,n8,d8,n9,d9,n10,d10,n11,d11,n12,d12,n13,d13,n14,d14,n15,d15,n16,d16
sad,60,1.0,62,1.0,64,2.0,64,1.0,62,0.5,60,0.5,59,2.0,60,1.0,62,1.0,64,2.0,64,1.0,62,0.5,60,0.5,59,2.0
sad,69,2.0,69,1.0,67,1.0,65,2.0,65,1.0,64,1.0,62,2.0,62,1.0,64,1.0,65,2.0,65,1.0,64,1.0,62,2.0,60,1.0
sad,57,2.0,59,2.0,60,1.0,62,1.0,60,2.0,59,1.0,57,1.0,57,2.0,62,1.0,60,1.0,59,2.0,57,2.0,60,1.0,59,1.0
sad,72,1.0,72,1.0,71,2.0,69,1.0,67,0.5,65,0.5,64,2.0,65,1.0,67,1.0,69,2.0,71,1.0,72,1.0,71,2.0,69,1.0
sad,60,1.0,59,1.0,57,2.0,60,1.0,62,1.0,64,2.0,64,1.0,62,0.5,60,0.5,59,1.0,57,2.0,60,1.0,62,1.0,60,2.0
happy,60,0.5,64,0.5,67,1.0,69,0.5,67,0.5,64,1.0,62,0.5,64,0.5,60,1.0,62,0.5,64,0.5,65,1.0,64,0.5,62,0.5
happy,72,0.5,71,0.5,69,1.0,67,0.5,69,0.5,71,1.0,72,0.5,71,0.5,69,1.0,67,0.5,65,0.5,64,1.0,65,0.5,67,0.5
happy,60,1.0,62,0.5,64,0.5,67,1.0,69,0.5,72,0.5,71,1.0,69,0.5,67,0.5,65,1.0,64,0.5,62,0.5,60,1.0,64,1.0
happy,64,0.5,67,0.5,71,1.0,72,0.5,69,0.5,67,1.0,65,0.5,64,0.5,62,1.0,60,0.5,64,0.5,67,1.0,69,0.5,72,0.5
happy,60,0.5,62,0.5,64,0.25,65,0.25,67,0.5,69,1.0,72,0.5,71,0.5,69,1.0,67,0.5,65,0.5,64,1.0,62,0.5,60,0.5
bright,60,0.5,64,0.5,68,1.0,64,0.5,60,0.5,65,1.0,67,0.5,71,0.5,67,1.0,64,0.5,60,0.5,65,1.0,68,0.5,72,0.5
bright,72,0.5,68,0.5,64,1.0,60,0.5,65,0.5,68,1.0,72,0.5,67,0.5,65,1.0,62,0.5,65,0.5,67,1.0,71,0.5,67,0.5
bright,60,1.0,68,0.5,72,0.5,68,1.0,64,0.5,60,0.5,65,1.0,71,0.5,67,0.5,64,1.0,68,0.5,72,0.5,67,1.0,65,1.0
bright,65,0.5,68,0.5,72,1.0,71,0.5,68,0.5,65,1.0,60,0.5,64,0.5,68,1.0,72,0.5,68,0.5,64,1.0,60,0.5,65,0.5
